trasaction_type;goal;kind;number_rooms;number_bathrooms;number_parking_places;area;has_elevator;age;latitute;logitude;rent_value;sell_value
Venda;Residencial;casa;3;1;4;104;0;9;-18.891082;-48.272351;0;349668
Venda;Residencial;apartamento;1;3;2;159;0;10;-18.899291;-48.222007;0;167774
Aluguel;Comercial;sala comercial;0;3;4;243;0;8;-18.940951;-48.303957;2159;0
Aluguel;Residencial;casa de condomínio;4;1;1;169;1;8;-18.957573;-48.229267;2108;0
Venda;Residencial;apartamento;3;2;3;122;0;3;-18.895097;-48.216242;0;529903
Venda;Comercial;galpão;0;3;4;204;0;3;-18.907673;-48.281688;0;729004
Venda;Residencial;casa;1;2;1;121;0;0;-18.942438;-48.236803;0;455988
Aluguel;Residencial;casa;4;1;1;142;1;4;-18.9109;-48.308023;2074;0
Aluguel;Comercial;sala comercial;0;1;4;175;1;4;-18.965348;-48.276172;1963;0
Aluguel;Residencial;apartamento;4;1;1;219;1;1;-18.929064;-48.21962;909;0
Venda;Residencial;apartamento;2;1;1;236;0;7;-18.900941;-48.292343;0;586169
Venda;Comercial;loja;0;1;4;188;0;4;-18.897541;-48.22222;0;631737
Venda;Comercial;sala comercial;0;3;3;138;0;9;-18.960637;-48.295337;0;488445
Aluguel;Residencial;casa de condomínio;4;3;1;128;0;2;-18.949076;-48.313549;2404;0
Aluguel;Comercial;galpão;0;3;2;211;1;1;-18.935221;-48.241009;1669;0
Aluguel;Residencial;casa de condomínio;2;1;3;99;1;6;-18.892431;-48.278126;2166;0
Aluguel;Comercial;loja;0;3;4;175;1;8;-18.951294;-48.243409;2287;0
Venda;Residencial;casa;2;2;2;206;0;6;-18.906854;-48.245563;0;445049
Aluguel;Comercial;galpão;0;1;4;109;1;10;-18.966834;-48.282962;2055;0
Venda;Residencial;casa de condomínio;1;1;2;187;0;10;-18.922473;-48.238203;0;346029
Aluguel;Residencial;casa de condomínio;1;1;4;172;0;0;-18.939611;-48.307658;1409;0
Venda;Residencial;casa de condomínio;1;2;3;174;1;5;-18.950168;-48.323885;0;132853
Venda;Residencial;casa de condomínio;1;2;4;87;1;8;-18.95919;-48.30402;0;770152
Aluguel;Residencial;apartamento;2;2;2;90;0;4;-18.92357;-48.23497;2034;0
Aluguel;Comercial;loja;0;3;2;242;1;9;-18.929502;-48.216368;2144;0
Aluguel;Residencial;casa de condomínio;1;1;4;196;0;2;-18.907475;-48.232559;2660;0
Venda;Residencial;apartamento;1;3;2;132;0;0;-18.941303;-48.296478;0;386262
Aluguel;Residencial;casa de condomínio;1;2;2;228;0;10;-18.957901;-48.217919;682;0
Venda;Residencial;casa;2;2;2;158;0;2;-18.929733;-48.259785;0;550932
Venda;Residencial;casa;2;3;2;173;0;3;-18.941765;-48.317185;0;193463
Aluguel;Comercial;loja;0;2;1;101;0;7;-18.950392;-48.229194;2528;0
Venda;Residencial;casa de condomínio;2;3;4;88;0;4;-18.939708;-48.237228;0;718611
Aluguel;Comercial;loja;0;1;1;108;0;2;-18.893326;-48.229326;1807;0
Venda;Residencial;casa de condomínio;3;3;2;83;0;7;-18.922837;-48.324271;0;368273
Venda;Comercial;galpão;0;2;4;93;1;0;-18.896174;-48.291948;0;134746
Aluguel;Residencial;apartamento;2;3;2;228;1;7;-18.936666;-48.219537;2093;0
Aluguel;Residencial;apartamento;2;1;4;124;1;6;-18.96344;-48.282397;1575;0
Aluguel;Residencial;casa;2;3;2;96;0;6;-18.888543;-48.251611;1145;0
Venda;Residencial;casa;3;1;3;166;1;4;-18.925396;-48.263264;0;462723
Aluguel;Comercial;galpão;0;2;3;211;1;7;-18.91175;-48.242036;2771;0
Venda;Comercial;loja;0;1;4;149;0;8;-18.949101;-48.331325;0;306603
Venda;Comercial;galpão;0;1;3;163;0;4;-18.95783;-48.234249;0;231616
Venda;Residencial;casa de condomínio;4;3;4;85;0;0;-18.947778;-48.248182;0;778813
Venda;Residencial;casa de condomínio;3;2;2;163;1;4;-18.893592;-48.326818;0;217746
Venda;Residencial;casa;1;3;4;175;1;8;-18.905158;-48.27634;0;251690
Aluguel;Residencial;casa de condomínio;4;2;4;242;1;7;-18.964998;-48.282401;1255;0
Venda;Residencial;apartamento;4;2;2;218;0;1;-18.939035;-48.316117;0;733175
Aluguel;Residencial;apartamento;2;2;1;165;0;0;-18.96183;-48.232175;1897;0
Venda;Comercial;sala comercial;0;3;2;123;1;9;-18.918539;-48.266719;0;584138
Aluguel;Residencial;apartamento;1;3;1;125;0;6;-18.889791;-48.230747;755;0
Venda;Comercial;loja;0;3;2;152;1;3;-18.912907;-48.26263;0;432454
Venda;Residencial;apartamento;2;1;4;216;0;10;-18.914253;-48.265468;0;746751
Venda;Comercial;galpão;0;1;1;167;1;8;-18.950983;-48.260846;0;595437
Aluguel;Residencial;casa;2;2;3;229;0;1;-18.961785;-48.234349;2938;0
Aluguel;Residencial;casa;1;2;1;207;0;9;-18.964211;-48.294508;2914;0
Venda;Comercial;galpão;0;3;3;211;1;7;-18.916923;-48.23859;0;668882
Aluguel;Residencial;apartamento;2;3;3;86;1;8;-18.938945;-48.294313;2085;0
Aluguel;Residencial;casa de condomínio;3;2;4;181;0;2;-18.893771;-48.308964;1505;0
Aluguel;Comercial;sala comercial;0;2;3;93;0;6;-18.940339;-48.313367;2176;0
Venda;Comercial;sala comercial;0;3;3;150;1;3;-18.907089;-48.264369;0;579729
Aluguel;Residencial;apartamento;2;2;3;233;1;9;-18.896762;-48.317835;1488;0
Aluguel;Comercial;galpão;0;3;3;170;1;10;-18.928651;-48.242021;2993;0
Venda;Comercial;sala comercial;0;2;3;250;1;8;-18.893661;-48.310793;0;305456
Aluguel;Residencial;casa de condomínio;2;2;2;231;0;4;-18.945888;-48.262634;1135;0
Venda;Residencial;apartamento;1;2;2;232;0;5;-18.932794;-48.265511;0;124894
Aluguel;Comercial;sala comercial;0;3;1;113;0;8;-18.962096;-48.273162;2756;0
Aluguel;Residencial;casa;3;1;3;137;1;10;-18.942557;-48.309851;2865;0
Venda;Comercial;loja;0;2;1;188;0;7;-18.93788;-48.288856;0;154456
Aluguel;Residencial;apartamento;4;1;4;83;0;2;-18.893822;-48.283883;1574;0
Aluguel;Comercial;sala comercial;0;1;3;219;0;10;-18.919113;-48.244649;2384;0
Aluguel;Residencial;apartamento;4;3;2;160;1;6;-18.941907;-48.286314;2180;0
Aluguel;Comercial;loja;0;1;2;133;1;3;-18.893098;-48.233718;980;0
Venda;Residencial;casa;4;2;4;102;0;1;-18.916285;-48.249239;0;554993
Aluguel;Comercial;loja;0;3;3;84;1;3;-18.884649;-48.228925;1924;0
Venda;Residencial;casa;2;2;2;118;1;1;-18.947182;-48.290951;0;374631
Venda;Residencial;casa de condomínio;1;3;4;102;0;0;-18.893156;-48.301881;0;558832
Aluguel;Residencial;casa de condomínio;1;1;4;196;1;5;-18.953894;-48.226383;2867;0
Venda;Residencial;apartamento;3;2;2;176;0;7;-18.908419;-48.244841;0;308487
Aluguel;Comercial;sala comercial;0;1;1;172;0;9;-18.930774;-48.230379;1129;0
Aluguel;Residencial;apartamento;1;1;3;87;0;2;-18.934621;-48.29839;1887;0
Venda;Residencial;casa de condomínio;3;1;1;214;1;5;-18.906644;-48.25451;0;226536
Aluguel;Comercial;sala comercial;0;3;3;157;0;4;-18.908866;-48.231967;925;0
Aluguel;Residencial;casa de condomínio;3;3;1;236;1;9;-18.947412;-48.241925;1817;0
Venda;Residencial;casa;3;3;2;195;0;7;-18.96588;-48.266705;0;156490
Aluguel;Residencial;casa;3;3;4;152;0;4;-18.890315;-48.296999;1550;0
Venda;Residencial;casa;2;3;1;234;1;5;-18.941144;-48.321349;0;357734
Aluguel;Residencial;apartamento;2;3;1;203;0;10;-18.889216;-48.318044;1222;0
Aluguel;Comercial;sala comercial;0;3;1;178;0;2;-18.910685;-48.245868;1686;0
Venda;Residencial;apartamento;4;3;4;101;1;8;-18.95923;-48.314292;0;211162
Venda;Residencial;casa de condomínio;4;2;2;169;1;7;-18.907839;-48.285888;0;379661
Aluguel;Comercial;sala comercial;0;1;3;105;0;10;-18.902986;-48.241744;748;0
Aluguel;Residencial;casa;3;3;3;189;0;3;-18.933785;-48.307091;1907;0
Aluguel;Residencial;casa;2;1;2;199;1;9;-18.901861;-48.275762;763;0
Aluguel;Residencial;casa de condomínio;3;1;4;249;1;4;-18.933736;-48.288566;814;0
Aluguel;Residencial;apartamento;2;3;1;202;1;9;-18.896053;-48.328141;1657;0
Aluguel;Comercial;galpão;0;3;2;110;1;6;-18.924849;-48.29118;2567;0
Aluguel;Comercial;galpão;0;1;1;242;1;3;-18.926824;-48.239431;2113;0
Aluguel;Residencial;apartamento;3;2;4;102;0;2;-18.92537;-48.268432;1784;0
Aluguel;Residencial;casa;1;1;3;80;1;10;-18.952219;-48.312602;879;0
Aluguel;Comercial;galpão;0;3;4;176;0;0;-18.902195;-48.262132;1521;0
Venda;Residencial;apartamento;4;2;4;197;0;0;-18.926493;-48.216754;0;488782
Venda;Comercial;galpão;0;3;1;151;0;9;-18.931221;-48.238055;0;733261
Aluguel;Residencial;casa;3;2;1;145;0;0;-18.951677;-48.242092;2144;0
Venda;Residencial;casa de condomínio;3;3;2;194;0;10;-18.896687;-48.229324;0;406932
Venda;Comercial;sala comercial;0;2;4;207;1;6;-18.961754;-48.288079;0;638680
Aluguel;Residencial;casa;3;1;4;192;1;8;-18.912604;-48.256495;1568;0
Venda;Residencial;apartamento;2;3;3;215;1;8;-18.941824;-48.323722;0;284934
Venda;Residencial;casa;3;2;2;173;1;3;-18.910448;-48.234804;0;177337
Venda;Comercial;sala comercial;0;1;2;245;0;10;-18.96112;-48.24706;0;131992
Aluguel;Residencial;apartamento;1;2;2;98;1;2;-18.902983;-48.255354;2368;0
Venda;Residencial;apartamento;4;3;4;160;1;4;-18.910768;-48.233809;0;693898
Venda;Residencial;casa;2;2;1;198;0;1;-18.955343;-48.228063;0;152863
Aluguel;Comercial;loja;0;3;4;132;1;2;-18.961443;-48.244619;2464;0
Aluguel;Residencial;casa;3;3;4;248;1;6;-18.911731;-48.222956;687;0
Aluguel;Residencial;casa de condomínio;3;1;4;245;0;4;-18.965253;-48.324273;2841;0
Venda;Residencial;apartamento;2;3;1;104;0;9;-18.929048;-48.332153;0;204222
Venda;Comercial;loja;0;3;3;214;1;7;-18.930717;-48.269706;0;610792
Aluguel;Comercial;sala comercial;0;3;4;248;1;3;-18.895511;-48.223552;897;0
Venda;Residencial;casa de condomínio;1;2;1;175;0;7;-18.967377;-48.302575;0;789168
Aluguel;Residencial;apartamento;1;1;3;215;0;6;-18.930392;-48.278249;1019;0
Aluguel;Comercial;loja;0;3;2;174;0;1;-18.893542;-48.222935;1178;0
Aluguel;Comercial;loja;0;3;3;200;0;2;-18.934026;-48.315062;2379;0
Venda;Residencial;apartamento;4;1;3;212;1;4;-18.904207;-48.272686;0;740206
Aluguel;Residencial;casa de condomínio;4;1;1;80;0;0;-18.906144;-48.255807;2728;0
Venda;Comercial;galpão;0;1;4;165;1;3;-18.913496;-48.267526;0;252397
Aluguel;Residencial;apartamento;1;2;2;90;1;5;-18.940844;-48.253236;1563;0
Venda;Residencial;apartamento;3;2;3;115;0;5;-18.915054;-48.237685;0;259271
Venda;Residencial;apartamento;2;1;3;181;1;1;-18.961908;-48.27102;0;783913
Aluguel;Residencial;apartamento;1;1;3;90;0;8;-18.949294;-48.282641;1388;0
Aluguel;Residencial;casa de condomínio;1;2;2;131;0;4;-18.928002;-48.260398;1314;0
Aluguel;Comercial;sala comercial;0;1;3;133;1;3;-18.945637;-48.226969;1712;0
Venda;Comercial;galpão;0;1;4;180;0;5;-18.963998;-48.259936;0;512193
Venda;Comercial;loja;0;2;4;207;1;4;-18.892912;-48.25312;0;626716
Venda;Residencial;casa de condomínio;4;2;4;141;0;5;-18.959192;-48.290798;0;227349
Venda;Residencial;apartamento;1;3;4;120;0;1;-18.961364;-48.271316;0;209463
Venda;Residencial;casa de condomínio;2;3;3;240;1;8;-18.952208;-48.247236;0;202288
Venda;Residencial;casa;4;3;1;99;1;4;-18.933001;-48.249925;0;124847
Aluguel;Residencial;apartamento;2;1;3;249;0;1;-18.926188;-48.282352;2006;0
Venda;Comercial;galpão;0;1;3;218;1;2;-18.937501;-48.300021;0;685274
Aluguel;Comercial;loja;0;3;1;242;0;10;-18.89437;-48.331334;1944;0
Aluguel;Comercial;galpão;0;1;2;183;0;4;-18.942172;-48.301872;855;0
Venda;Comercial;loja;0;2;1;137;1;7;-18.942978;-48.251431;0;624339
Venda;Residencial;apartamento;1;3;4;152;1;3;-18.961689;-48.264648;0;169962
Venda;Residencial;apartamento;2;1;1;153;0;9;-18.937683;-48.22249;0;356863
Venda;Comercial;loja;0;1;3;236;0;10;-18.917025;-48.257002;0;195791
Venda;Residencial;apartamento;2;2;1;179;1;8;-18.92898;-48.291929;0;273059
Aluguel;Comercial;galpão;0;2;1;174;1;5;-18.938988;-48.276472;2496;0
Aluguel;Residencial;casa de condomínio;2;3;4;100;0;5;-18.904568;-48.313587;2970;0
Aluguel;Residencial;casa;3;2;4;109;0;9;-18.933551;-48.332479;2799;0
Venda;Comercial;galpão;0;1;3;99;1;3;-18.907738;-48.297392;0;160169
Venda;Comercial;galpão;0;3;3;215;1;10;-18.948014;-48.256181;0;131185
Aluguel;Comercial;galpão;0;2;4;237;1;7;-18.931892;-48.320826;2045;0
Venda;Comercial;sala comercial;0;1;2;122;0;0;-18.895965;-48.255945;0;472163
Venda;Residencial;casa;2;2;2;212;0;7;-18.913534;-48.265403;0;528752
Venda;Residencial;casa de condomínio;1;2;1;157;0;3;-18.923821;-48.265501;0;520881
Venda;Comercial;sala comercial;0;3;4;104;0;4;-18.892803;-48.242834;0;497591
Venda;Comercial;sala comercial;0;1;3;157;0;6;-18.953617;-48.28156;0;150473
Aluguel;Residencial;apartamento;2;1;3;121;0;5;-18.959897;-48.300061;1490;0
Aluguel;Residencial;casa;1;3;2;237;1;1;-18.887214;-48.310713;1877;0
Aluguel;Residencial;apartamento;2;1;4;150;1;7;-18.927854;-48.241538;733;0
Aluguel;Residencial;casa;4;3;1;123;0;10;-18.95869;-48.265622;2578;0
Venda;Residencial;casa de condomínio;4;2;2;235;0;2;-18.905489;-48.244846;0;296512
Venda;Residencial;casa de condomínio;3;2;1;105;0;9;-18.93818;-48.291019;0;473284
Aluguel;Comercial;galpão;0;3;3;189;1;8;-18.914903;-48.249465;2871;0
Aluguel;Comercial;galpão;0;3;4;98;0;8;-18.921162;-48.233364;1760;0
Venda;Residencial;apartamento;3;2;3;161;1;5;-18.900036;-48.253229;0;243427
Venda;Comercial;sala comercial;0;3;2;240;0;5;-18.914313;-48.326487;0;321044
Venda;Comercial;sala comercial;0;1;1;228;1;7;-18.928881;-48.248126;0;229896
Aluguel;Residencial;casa;3;3;4;246;0;1;-18.886647;-48.222809;1193;0
Venda;Residencial;casa;3;1;4;106;0;5;-18.943711;-48.276099;0;717667
Venda;Residencial;casa;2;1;4;192;0;1;-18.960844;-48.27646;0;601273
Aluguel;Comercial;loja;0;1;2;98;1;10;-18.934842;-48.290561;2877;0
Venda;Comercial;loja;0;1;4;110;0;4;-18.959896;-48.317941;0;441090
Venda;Residencial;casa;4;2;3;215;0;3;-18.9504;-48.233687;0;729265
Venda;Comercial;sala comercial;0;3;4;117;0;2;-18.955328;-48.287932;0;791595
Aluguel;Residencial;apartamento;2;1;4;208;0;10;-18.914229;-48.26509;1429;0
Venda;Comercial;sala comercial;0;3;1;219;0;7;-18.941706;-48.324171;0;704837
Venda;Comercial;sala comercial;0;3;4;109;0;4;-18.935449;-48.250934;0;701230
Aluguel;Comercial;galpão;0;3;3;178;0;3;-18.954924;-48.291979;1717;0
Venda;Comercial;galpão;0;2;1;209;0;4;-18.944826;-48.306794;0;299925
Aluguel;Comercial;sala comercial;0;1;1;115;1;6;-18.963455;-48.265351;1262;0
Aluguel;Residencial;casa de condomínio;3;1;3;247;0;4;-18.895151;-48.237102;1073;0
Aluguel;Comercial;galpão;0;3;4;166;1;0;-18.935671;-48.291559;1180;0
Venda;Comercial;sala comercial;0;2;4;170;1;7;-18.904025;-48.224169;0;227853
Aluguel;Comercial;galpão;0;1;1;198;1;7;-18.901758;-48.332093;2301;0
Aluguel;Residencial;casa de condomínio;4;1;2;186;0;8;-18.957405;-48.225414;1561;0
Aluguel;Comercial;sala comercial;0;2;2;223;0;2;-18.896418;-48.330508;2895;0
Venda;Comercial;loja;0;2;3;146;1;8;-18.895909;-48.233646;0;234091
Aluguel;Residencial;casa de condomínio;2;3;3;97;1;8;-18.912167;-48.24304;2656;0
Aluguel;Comercial;sala comercial;0;3;2;99;1;2;-18.967159;-48.239162;1135;0
Venda;Residencial;casa;1;1;1;240;1;1;-18.955384;-48.311081;0;353707
Aluguel;Residencial;apartamento;2;2;2;106;0;9;-18.909876;-48.271545;978;0
Aluguel;Comercial;sala comercial;0;3;2;177;0;4;-18.900236;-48.259403;1607;0
Venda;Residencial;casa de condomínio;1;1;3;136;1;7;-18.911433;-48.245368;0;240596
Venda;Comercial;galpão;0;3;3;212;1;7;-18.918617;-48.240336;0;385785
Venda;Comercial;sala comercial;0;3;1;236;0;9;-18.932049;-48.322899;0;404874
Aluguel;Comercial;galpão;0;1;1;126;0;4;-18.964;-48.295996;722;0
Venda;Residencial;casa;1;3;4;139;1;5;-18.963474;-48.216531;0;706825
Venda;Residencial;apartamento;4;1;3;146;0;4;-18.885457;-48.251779;0;253455
Venda;Residencial;apartamento;1;3;4;180;0;7;-18.921635;-48.290925;0;472684
Venda;Residencial;casa;1;2;1;141;1;10;-18.901732;-48.248599;0;468787
Aluguel;Residencial;casa de condomínio;2;2;3;178;0;7;-18.959188;-48.318571;2681;0
Aluguel;Residencial;casa de condomínio;4;1;1;103;1;1;-18.956939;-48.256089;1169;0
Venda;Residencial;casa;4;3;1;172;1;9;-18.959762;-48.28952;0;667138
Venda;Residencial;casa;2;2;3;141;1;6;-18.887583;-48.330388;0;146136
Aluguel;Residencial;casa;3;1;3;152;1;10;-18.908181;-48.233888;983;0
Aluguel;Comercial;sala comercial;0;1;3;169;1;7;-18.8904;-48.281217;1228;0
Aluguel;Comercial;loja;0;3;3;146;1;0;-18.908188;-48.298513;1992;0
Venda;Residencial;casa de condomínio;2;3;4;91;0;3;-18.946559;-48.301712;0;317159
Aluguel;Residencial;casa;1;3;2;250;1;9;-18.921771;-48.29494;2715;0
Venda;Residencial;casa;1;2;1;239;1;7;-18.900824;-48.283281;0;639115
Venda;Residencial;casa de condomínio;2;2;1;244;0;0;-18.930435;-48.285046;0;267329
Venda;Residencial;casa;2;2;3;196;1;1;-18.900646;-48.264243;0;226375
Venda;Residencial;casa;4;1;1;247;1;2;-18.947714;-48.272622;0;284255
Aluguel;Residencial;apartamento;2;1;2;245;1;8;-18.912992;-48.283761;1522;0
Venda;Residencial;casa;2;3;2;217;1;5;-18.886195;-48.223188;0;449190
Venda;Residencial;casa;3;2;2;154;1;1;-18.889602;-48.314498;0;451928
Venda;Residencial;casa;2;2;4;220;1;0;-18.940887;-48.293268;0;783388
Aluguel;Residencial;casa;1;2;4;172;0;1;-18.93562;-48.24365;1057;0
Venda;Residencial;apartamento;1;3;4;233;0;1;-18.914257;-48.24921;0;443807
Aluguel;Residencial;apartamento;2;2;3;173;0;3;-18.952124;-48.318729;697;0
Aluguel;Residencial;casa;1;1;3;235;0;1;-18.899753;-48.32261;1685;0
Venda;Residencial;apartamento;4;3;3;217;1;3;-18.904507;-48.237665;0;245910
Aluguel;Comercial;sala comercial;0;2;3;86;1;5;-18.897593;-48.296961;1552;0
Venda;Residencial;casa;2;3;2;198;1;9;-18.954766;-48.265357;0;753838
Aluguel;Residencial;casa;2;3;1;232;0;10;-18.918682;-48.242019;2973;0
Aluguel;Comercial;sala comercial;0;2;3;142;0;5;-18.950358;-48.249727;1808;0
Aluguel;Residencial;apartamento;4;1;1;161;0;0;-18.917073;-48.269354;709;0
Venda;Comercial;loja;0;1;4;176;1;3;-18.921093;-48.329277;0;162323
Aluguel;Comercial;sala comercial;0;3;2;128;1;0;-18.929327;-48.317938;2415;0
Venda;Comercial;galpão;0;3;2;133;0;3;-18.884145;-48.252388;0;279938
Venda;Residencial;casa;1;3;4;173;0;9;-18.962024;-48.315895;0;577237
Venda;Residencial;casa de condomínio;3;2;4;98;0;8;-18.925745;-48.321539;0;799848
Aluguel;Residencial;casa de condomínio;1;2;3;209;1;4;-18.898526;-48.302075;2250;0
Aluguel;Comercial;galpão;0;3;1;132;1;5;-18.894014;-48.29034;1380;0
Venda;Comercial;galpão;0;2;4;130;1;10;-18.916924;-48.285249;0;742138
Venda;Comercial;sala comercial;0;3;2;140;0;4;-18.956828;-48.328726;0;362165
Venda;Residencial;apartamento;2;2;1;156;1;7;-18.948155;-48.278585;0;383863
Venda;Comercial;sala comercial;0;2;4;235;1;8;-18.888099;-48.330654;0;631765
Aluguel;Comercial;sala comercial;0;1;1;235;1;9;-18.899033;-48.279163;2027;0
Venda;Comercial;sala comercial;0;1;4;218;0;3;-18.907869;-48.316858;0;248687
Aluguel;Comercial;sala comercial;0;3;3;181;1;7;-18.922996;-48.293482;2377;0
Venda;Comercial;sala comercial;0;2;4;214;0;4;-18.921956;-48.229745;0;650639
Aluguel;Comercial;loja;0;2;4;132;0;8;-18.915314;-48.278851;2118;0
Venda;Comercial;sala comercial;0;2;3;177;1;1;-18.911363;-48.309159;0;706031
Aluguel;Residencial;casa;3;1;4;136;1;0;-18.911459;-48.232366;2459;0
Aluguel;Residencial;apartamento;4;2;4;246;1;0;-18.931155;-48.329402;2704;0
Aluguel;Comercial;galpão;0;1;1;203;0;10;-18.912434;-48.29812;2959;0
Aluguel;Comercial;sala comercial;0;2;3;181;0;0;-18.925785;-48.325467;2186;0
Aluguel;Comercial;galpão;0;1;1;235;1;3;-18.912984;-48.286263;1441;0
Venda;Comercial;galpão;0;2;1;213;1;5;-18.940618;-48.302207;0;155603
Aluguel;Comercial;galpão;0;3;2;235;1;9;-18.937257;-48.232528;2042;0
Aluguel;Residencial;casa de condomínio;1;3;1;207;0;4;-18.939656;-48.300103;1779;0
Aluguel;Residencial;apartamento;2;3;3;83;1;0;-18.916161;-48.227934;842;0
Venda;Residencial;apartamento;2;1;3;85;0;3;-18.957979;-48.232972;0;704900
Venda;Residencial;casa;3;3;4;80;0;10;-18.93991;-48.235723;0;269145
Venda;Residencial;apartamento;1;3;3;188;0;2;-18.940466;-48.264986;0;621250
Aluguel;Residencial;casa;2;2;3;149;1;1;-18.953027;-48.263876;762;0
Aluguel;Residencial;casa de condomínio;2;2;3;175;1;1;-18.923266;-48.291397;940;0
Venda;Residencial;casa de condomínio;3;3;3;171;0;7;-18.91145;-48.30244;0;639947
Venda;Residencial;casa;3;2;4;97;0;10;-18.898733;-48.294624;0;363949
Venda;Comercial;loja;0;1;1;205;1;9;-18.95775;-48.222065;0;433907
Aluguel;Comercial;galpão;0;3;1;174;0;9;-18.921618;-48.237789;910;0
Aluguel;Residencial;apartamento;4;3;3;182;0;4;-18.891344;-48.2429;1718;0
Venda;Comercial;sala comercial;0;2;2;115;1;4;-18.905977;-48.308148;0;423831
Aluguel;Residencial;apartamento;1;3;4;94;1;3;-18.887793;-48.222571;2025;0
Venda;Residencial;casa de condomínio;4;2;2;149;0;7;-18.929644;-48.250294;0;721191
Venda;Residencial;casa;2;1;3;140;1;4;-18.90046;-48.236682;0;718715
Aluguel;Residencial;casa de condomínio;2;2;1;210;1;8;-18.926349;-48.249284;2177;0
Venda;Residencial;casa de condomínio;1;1;3;98;0;4;-18.886694;-48.322195;0;558122
Aluguel;Residencial;casa;3;2;2;212;1;3;-18.94552;-48.284493;1995;0
Venda;Comercial;loja;0;2;2;245;1;1;-18.895607;-48.312976;0;659132
Aluguel;Residencial;apartamento;3;3;4;82;0;1;-18.927644;-48.292536;2906;0
Aluguel;Residencial;casa de condomínio;3;3;2;235;0;8;-18.915379;-48.305865;1955;0
Aluguel;Residencial;apartamento;4;2;1;205;1;1;-18.901502;-48.249748;699;0
Aluguel;Comercial;galpão;0;2;4;227;0;5;-18.899334;-48.295691;1208;0
Venda;Residencial;casa de condomínio;2;1;2;95;0;7;-18.891627;-48.226289;0;683387
Venda;Comercial;sala comercial;0;3;4;137;0;4;-18.921418;-48.305489;0;293784
Aluguel;Residencial;casa de condomínio;3;1;1;221;0;7;-18.948977;-48.324338;2798;0
Aluguel;Comercial;loja;0;1;4;238;1;2;-18.913886;-48.224515;1704;0
Venda;Comercial;galpão;0;1;1;89;1;9;-18.943332;-48.280317;0;558371
Aluguel;Residencial;apartamento;3;2;2;222;1;5;-18.929515;-48.321526;2463;0
Aluguel;Residencial;casa de condomínio;1;2;3;149;1;0;-18.93727;-48.303313;1413;0
Aluguel;Residencial;casa de condomínio;4;3;1;148;0;0;-18.890238;-48.24871;2417;0
Aluguel;Comercial;galpão;0;2;1;173;0;8;-18.944732;-48.325145;1708;0
Venda;Residencial;casa;1;1;4;80;1;2;-18.965829;-48.253608;0;742485
Aluguel;Residencial;apartamento;1;1;3;164;0;10;-18.905133;-48.278025;2512;0
Aluguel;Residencial;casa de condomínio;1;2;1;96;1;3;-18.884461;-48.321526;1606;0
Aluguel;Comercial;loja;0;1;1;127;0;10;-18.917843;-48.22486;1166;0
Aluguel;Comercial;loja;0;2;4;240;0;7;-18.943596;-48.324661;804;0
Aluguel;Residencial;apartamento;2;3;1;116;1;7;-18.902444;-48.271208;1508;0
